Card Name
Corrupting Licid
Dauthi Trapper
Mind Peel
Mindwarper
Morgue Thrull
Mortuary
Rabid Rats
Skeleton Scavengers
Stronghold Taskmaster
Torment
Amok
Convulsing Licid
Furnace Spirit
Heat of Battle
Mob Justice
Mogg Bombers
Wall of Razors
Crossbow Ambush
Skyshroud Archer
Skyshroud Troopers
Spike Soldier
Tempting Licid
Volrath's Gardens
Bullwhip
Jinxed Ring
Portcullis
Environmental Sciences
Expanded Anatomy
Introduction to Annihilation
Introduction to Prophecy
Ageless Guardian
Beaming Defiance
Clever Lumimancer
Defend the Campus
Detention Vortex
Dueling Coach
A-Dueling Coach
Eager First-Year
Expel
Guiding Voice
Professor of Symbology
Secret Rendezvous
Show of Confidence
Star Pupil
Stonebinder's Familiar
Stonerise Spirit
Study Break
Thunderous Orator
Arcane Subtraction
Burrog Befuddler
Divide by Zero
Frost Trickster
Kelpie Guide
Mentor's Guidance
A-Mentor's Guidance
Mercurial Transformation
Pop Quiz
Reject
Resculpt
Serpentine Curve
Snow Day
Soothsayer Adept
Symmetry Sage
A-Symmetry Sage
Test of Talents
Vortex Runner
Waterfall Aerialist
Wormhole Serpent
Arrogant Poet
Brackish Trudge
Crushing Disappointment
Essence Infusion
Eyetwitch
Flunk
Go Blank
Hunt for Specimens
Lash of Malice
Leech Fanatic
Mage Hunter
Mage Hunters' Onslaught
Necrotic Fumes
Novice Dissector
Plumb the Forbidden
Professor's Warning
Promising Duskmage
Specter of the Fens
Tenured Inkcaster
A-Tenured Inkcaster
Umbral Juke
Unwilling Ingredient
Academic Dispute
Ardent Dustspeaker
A-Ardent Dustspeaker
Blood Age General
Enthusiastic Study
Explosive Welcome
First Day of Class
Fuming Effigy
Hall Monitor
Heated Debate
Igneous Inspiration
Illustrious Historian
Mascot Interception
Pigment Storm
Pillardrop Warden
Start from Scratch
Storm-Kiln Artist
Tome Shredder
A-Tome Shredder
Twinscroll Shaman
Bayou Groff
Big Play
Bookwurm
Charge Through
Containment Breach
Devouring Tendrils
Emergent Sequence
Field Trip
Fortifying Draught
Honor Troll
Karok Wrangler
Leyline Invocation
Mage Duel
Master Symmetrist
Overgrown Arch
Professor of Zoomancy
Scurrid Colony
Spined Karok
Springmane Cervin
Tangletrap
A-Rowan Scholar of Sparks // A-Will Scholar of Frost3
Aether Helix
Biomathematician
Blood Researcher
Closing Statement
Cram Session
Creative Outburst
Daemogoth Woe-Eater
Deadly Brew
Dina Soul Steeper
Elemental Masterpiece
Elemental Summoning
Eureka Moment
Exhilarating Elocution
Fractal Summoning
Golden Ratio
Humiliate
Infuse with Vitality
Inkling Summoning
Killian Ink Duelist
Lorehold Apprentice
Lorehold Excavation
Lorehold Pledgemage
Maelstrom Muse
A-Maelstrom Muse
Make Your Mark
Moldering Karok
Needlethorn Drake
Oggyar Battle-Seer
Owlin Shieldmage
Pest Summoning
Practical Research
Prismari Apprentice
Prismari Pledgemage
Quandrix Apprentice
Quandrix Cultivator
Quandrix Pledgemage
Quintorius Field Historian
Reconstruct History
Relic Sloth
Returned Pastcaller
Rise of Extus
Rootha Mercurial Artist
Shadewing Laureate
Silverquill Apprentice
Silverquill Pledgemage
Spectacle Mage
Spirit Summoning
Spiteful Squad
Square Up
Stonebound Mentor
A-Tanazir Quandrix
Teach by Example
Tend the Pests
Thrilling Discovery
Witherbloom Apprentice
Witherbloom Pledgemage
Zimone Quandrix Prodigy
Biblioplex Assistant
Cogwork Archivist
Excavated Wall
Letter of Acceptance
Reflective Golem
Spell Satchel
A-Spell Satchel
Team Pennant
Zephyr Boots
Access Tunnel
Archway Commons
Lorehold Campus
Quandrix Campus
Witherbloom Campus
Sonic Burst
Act of Authority
Mystic Barrier
Serene Master
Illusionist's Gambit
Jace's Archivist
Order of Succession
Tempt with Reflections
Tidal Force
Curse of Shallow Graves
Fell Shepherd
Hooded Horror
Price of Knowledge
Quagmire Druid
Tempt with Immortality
Capricious Efreet
Curse of Chaos
From the Ashes
Tempt with Vengeance
Terra Ravager
Where Ancients Tread
Widespread Panic
Naya Soulbeast
Jund Charm
Rakeclaw Gargantuan
Spellbreaker Behemoth
Carnage Altar
Eye of Doom
Obelisk of Jund
Temple Bell
Tower of Fortunes
Viseling
Esper Panorama
Grixis Panorama
Naya Panorama
Springjack Pasture
Angelic Field Marshal
Comeuppance
Breaching Leviathan
Dulcet Sirens
Intellectual Offering
Stormsurge Kraken
Demon of Wailing Agonies
Flesh Carver
Malicious Affliction
Raving Dead
Spoils of Blood
Wake the Dead
Crown of Doom
Call to Mind
Xathrid Demon
Crypt of Agadeem
Dominate
Necromancer's Covenant
Snakeform
Wistful Selkie
Coastal Breach
Cruel Entertainment
Divergent Transformations
Seeds of Renewal
Hushwing Gryff
Grab the Reins
Nath of the Gilt-Leaf
Blinkmoth Urn
Empyrial Plate
New Blood
Mairsil the Pretender
Clone Legion
Polymorphist's Jest
Blood Tribute
Bloodhusk Ritualist
Vein Drinker
Blade of the Bloodchief
Grappling Hook
Mystifying Maze
Epic Proportions
Finest Hour
Cliffside Rescuer
Doomed Artisan
Mandate of Peace
Song of the Worldsoul
Thalia's Geistcaller
Kadena's Silencer
Leadership Vacuum
Mass Diminish
Sudden Substitution
Thought Sponge
Wall of Stolen Identity
Archfiend of Spite
Curse of Fool's Wisdom
Gift of Doom
Mire in Misery
Nightmare Unmaking
Thieving Amalgam
Ghired's Belligerence
Skyfire Phoenix
Tectonic Hellion
Apex Altisaur
Full Flowering
Road of Return
Selesnya Eulogist
Gerrard Weatherlight Hero
Greven Predator Captain
Grismold the Dreadsower
Marisi Breaker of the Coil
Pramikon Sky Rampart
Rayami First of the Fallen
Volrath the Shapestealer
Aeon Engine
Empowered Autogenerator
Scaretiller
Scroll of Fate
Sanctum of Eternity
Oona's Grace
Hedonist's Trove
Deathmist Raptor
Soul Foundry
Tower of Coireall
Wand of Ith
Auriok Glaivemaster
Echoing Calm
Emissary of Hope
Hallow
Leonin Battlemage
Metal Fatigue
Pteron Ghost
Pulse of the Fields
Ritual of Restoration
Soulscour
Steelshaper Apprentice
Turn the Tables
Carry Away
Chromescale Drake
Hoverguard Observer
Last Word
Machinate
Magnetic Flux
Neurok Prodigy
Neurok Transmuter
Psychic Overload
Quicksilver Behemoth
Retract
Second Sight
Synod Artificer
Vex
Burden of Greed
Emissary of Despair
Greater Harvester
Grimclaw Bats
Hunger of the Nim
Mephitic Ooze
Murderous Spoils
Nim Abomination
Pulse of the Dross
Scavenging Scarab
Screams from Within
Scrounge
Shriveling Rot
Barbed Lightning
Crazed Goblin
Drooling Ogre
Echoing Ruin
Flamebreak
Krark-Clan Stoker
Pulse of the Forge
Savage Beating
Unforge
Vulshok War Boar
Infested Roothold
Karstoderm
Nourish
Reap and Sow
Rebuking Ceremony
Roaring Slagwurm
Stand Together
Tanglewalker
Tel-Jilad Outrider
Tel-Jilad Wolf
Viridian Acolyte
Arcane Spyglass
Arcbound Bruiser
Arcbound Fiend
Arcbound Hybrid
Arcbound Lancer
Arcbound Reclaimer
Auriok Siege Sled
Chimeric Egg
Darksteel Brute
Darksteel Pendant
Death-Mask Duplicant
Drill-Skimmer
Dross Golem
Gemini Engine
Heartseeker
Lich's Tomb
Myr Landshaper
Myr Matrix
Myr Moonvessel
Nemesis Mask
Panoptic Mirror
Razor Golem
Spellbinder
Spincrusher
Surestrike Trident
Tangle Golem
Thought Dissector
Voltaic Construct
Wand of the Elements
Wirefly Hive
Aven Sunstriker
Aven Tactician
Dragon Hunter
Dromoka Captain
Dromoka Dunecaster
Dromoka Warrior
Echoes of the Kin Tree
Fate Forgotten
Gleam of Authority
Graceblade Artisan
Herald of Dromoka
Misthoof Kirin
Ojutai Exemplars
Profound Journey
Radiant Purge
Resupply
Sandcrafter Mage
Shieldhide Dragon
Strongarm Monk
Surge of Righteousness
Territorial Roc
Ancient Carp
Belltoll Dragon
Dance of the Skywise
Dragonlord's Prerogative
Encase in Ice
Gudul Lurker
Illusory Gains
Learn from the Past
Mirror Mockery
Mystic Meditation
Palace Familiar
Qarsi Deceiver
Reduce in Stature
Shorecrasher Elemental
Sidisi's Faithful
Sight Beyond Sight
Silumgar Spell-Eater
Silumgar's Scorn
Taigam's Strike
Updraft Elemental
Void Squall
Zephyr Scribe
Acid-Spewer Dragon
Ambuscade Shaman
Blood-Chin Rager
Corpseweft
Deadly Wanderings
Flatten
Foul Renewal
Foul-Tongue Shriek
Kolaghan Skirmisher
Marang River Skeleton
Minister of Pain
Qarsi Sadist
Rakshasa Gravecaller
Risen Executioner
Self-Inflicted Wound
Sibsig Icebreakers
Ukud Cobra
Vulturous Aven
Wandering Tombshell
Atarka Pummeler
Berserkers' Onslaught
Descent of the Dragons
Dragon Whisperer
Kolaghan Aspirant
Kolaghan Forerunners
Lightning Berserker
Lose Calm
Qal Sisma Behemoth
Rending Volley
Sabertooth Outrider
Sarkhan's Triumph
Seismic Rupture
Sprinting Warbrute
Stormcrag Elemental
Stormwing Dragon
Tail Slash
Warbringer
Ainok Artillerist
Atarka Beastbreaker
Circle of Elders
Colossodon Yearling
Display of Dominance
Dromoka's Gift
Herdchaser Dragon
Lurking Arynx
Obscuring Aether
Press the Advantage
Revealing Wind
Salt Road Ambushers
Salt Road Quartermasters
Sandsteppe Scavenger
Segmented Krotiq
Shaman of Forgotten Ways
Sheltered Aerie
Sight of the Scalelords
Stampeding Elk Herd
Sunbringer's Touch
Tread Upon
Narset Transcendent6
Swift Warkite
Custodian of the Trove
Dromoka Monument
Gate Smasher
Keeper of the Lens
Ojutai Monument
Silumgar Monument
Spidersilk Net
Stormrider Rig
Lightwielder Paladin
Obsidian Fireheart
Smoldering Spires
Veteran's Reflexes
Back to Nature
All That Glitters
Archon of Absolution
Ardenvale Paladin
Beloved Princess
Fortifying Provisions
Glass Casket
Knight of the Keep
Mysterious Pathlighter
Outflank
Prized Griffin
Rally for the Throne
Silverflame Ritual
Trapped in the Tower
True Love's Kiss
Venerable Knight
Didn't Say Please
Into the Story
Mistford River Turtle
Moonlit Scavengers
Tome Raider
Turn into a Pumpkin
Unexplained Vision
Vantress Paladin
Witching Well
Barrow Witches
Belle of the Brawl
Bog Naughty
A-Cauldron Familiar
Cauldron's Gift
Epic Downfall
Eye Collector
Festive Funeral
Foreboding Fruit
Forever Young
Giant's Skewer
Lash of Thorns
Locthwain Paladin
Lost Legion
Malevolent Noble
Memory Theft
Revenge of Ravens
Specter's Shriek
Barge In
Brimstone Trebuchet
Burning-Yard Trainer
Crystal Slipper
Embereth Paladin
Ferocity of the Wilds
A-Fires of Invention
Joust
Ogre Errant
Raging Redcap
Redcap Melee
Redcap Raiders
Searing Barrage
Seven Dwarves
Skullknocker Ogre
Slaying Fire
Syr Carah the Bold
Fell the Pheasant
Garenbrig Paladin
Garenbrig Squire
Giant Opportunity
Insatiable Appetite
Kenrith's Transformation
Maraleaf Rider
Oakhame Adversary
Once and Future
Outmuscle
Syr Faren the Hengehammer
Tall as a Beanstalk
Trail of Crumbs
Wildwood Tracker
Inspiring Veteran
Maraleaf Pixie
Savvy Hunter
Shinechaser
Steelclaw Lance
Wandermare
Arcanist's Owl
Covetous Urge
Elite Headhunter
Fireborn Knight
Loch Dragon
Rampart Smasher
Resolute Rider
Thunderous Snapper
Clockwork Servant
Crashing Drawbridge
Enchanted Carriage
Golden Egg
Henge Walker
Inquisitive Puppet
Prophet of the Peak
Scalding Cauldron
Spinning Wheel
Dwarven Mine
Idyllic Grange
Tournament Grounds
Witch's Cottage
Kenrith the Returned King
Rowan Fearless Sparkmage5
Garrison Griffin
Rowan's Battleguard
Rowan's Stalwarts
Oko the Trickster4
Oko's Accomplices
Bramblefort Fink
Oko's Hospitality
Chittering Witch
Embereth Skyblazer
Steelbane Hydra
Thorn Mammoth
Banish into Fable
Syr Gwyn Hero of Ashvale
Tome of Legends
War Priest of Thune
Welkin Guide
Plague Witch
Flinthoof Boar
It of the Horrid Swarm
Vexing Scuttler
Choking Restraints
Extricator of Sin // Extricator of Flesh
Geist of the Lonely Vigil
Give No Ground
Ironwright's Cleansing
Repel the Abominable
Spectral Reserves
Chilling Grasp
Grizzled Angler // Grisly Anglerfish
Lunar Force
Prying Questions
Strange Augmentation
Succumb to Temptation
Vampire Cutthroat
Whispers of Emrakul
Abandon Reason
Bold Impaler
Otherworldly Outburst
Savage Alliance
Smoldering Werewolf // Erupting Dreadwolf
Spreading Flames
Stensia Banquet
Stensia Innkeeper
Vildin-Pack Outcast // Dronepack Kindred
Crop Sigil
Emrakul's Influence
Foul Emissary
Kessig Prowler // Sinuous Predator
Primal Druid
Springsage Ritual
Tangleclaw Werewolf // Fibrous Entangler
Waxing Moon
Woodcutter's Grit
Woodland Patrol
Cathar's Shield
Cultist's Staff
Geist-Fueled Scarecrow
Slayer's Cleaver
Thirsting Axe
Ballynock Trapper
Endless Horizons
Endure
Kithkin Spellduster
Kithkin Zealot
Light from Within
Loyal Gyrfalcon
Patrol Signaler
Suture Spirit
Banishing Knack
Dream Thief
Glamerdye
Idle Thoughts
Indigo Faerie
Inundate
Merrow Levitator
Razorfin Abolisher
Sanity Grinding
Talonrend
Wilderness Hypnotist
Ashling the Extinguisher
Creakwood Ghoul
Crumbling Ashes
Lingering Tormentor
Merrow Bonegnawer
Nightmare Incursion
Smoldering Butcher
Soul Reap
Talara's Bane
Umbra Stalker
Chaotic Backlash
Duergar Cave-Guard
Fiery Bombardment
Hatchet Bully
Hateflayer
Heartlash Cinder
Hotheaded Giant
Outrage Shaman
Puncture Blast
Rekindled Flame
Unwilling Recruit
Aerie Ouphes
Marshdrinker Giant
Monstrify
Primalcrux
Savage Conception
Swirling Spriggan
Tilling Treefolk
Twinblade Slasher
Cauldron Haze
Edge of the Divinity
Evershrike
Harvest Gwyllion
Nightsky Mimic
Nip Gwyllion
Pyrrhic Revival
Stillmoon Cavalier
Voracious Hatchling
Clout of the Dominus
Crackleburr
Crag Puca
Inside Out
Mirror Sheen
Noggle Bridgebreaker
Riverfall Mimic
Stream Hopper
Unnerving Assault
Cankerous Thirst
Deity of Scars
Drain the Well
Gift of the Deity
Hag Hedge-Mage
Noxious Hatchling
Odious Trow
Quillspike
Rendclaw Trow
Stalker Hag
Woodlurker Mimic
Belligerent Hatchling
Duergar Assailant
Duergar Mine-Captain
Fire at Will
Hobgoblin Dragoon
Rise of the Hobgoblins
Scourge of the Nobilis
Waves of Aggression
Fable of Wolf and Owl
Favor of the Overbeing
Grazing Kelpie
Groundling Pouncer
Invert the Skies
Shorecrasher Mimic
Sturdy Hatchling
Trapjaw Kelpie
Altar Golem
Antler Skulkin
Fang Skulkin
Hoof Skulkin
Jawbone Skulkin
Leering Emblem
Shell Skulkin
Ward of Bones
Allay
Convalescence
Keeper of the Light
Limited Resources
Oath of Lieges
Penance
Reaping the Rewards
Reconnaissance
Shield Mate
Wall of Nets
Welkin Hawk
Zealots en-Dal
Aether Tide
Cunning
Dominating Licid
Ertai Wizard Adept
Fade Away
Keeper of the Mind
Mind Over Matter
Mirozel
Oath of Scholars
Rootwater Mystic
School of Piranha
Whiptongue Frog
Cat Burglar
Culling the Weak
Dauthi Cutthroat
Entropic Specter
Grollub
Hatred
Keeper of the Dead
Mind Maggots
Oath of Ghouls
Pit Spawn
Plaguebearer
Scare Tactics
Slaughter
Spike Cannibal
Cinder Crawler
Dizzying Gaze
Fighting Chance
Flowstone Flood
Keeper of the Flame
Oath of Mages
Onslaught
Paroxysm
Ravenous Baboons
Reckless Ogre
Scalding Salamander
Shattering Pulse
Avenging Druid
Bequeathal
Elven Palisade
Jackalope Herd
Keeper of the Beasts
Predatory Hunger
Pygmy Troll
Rabid Wolverines
Resuscitate
Rootwater Alligator
Skyshroud War Beast
Song of Serenity
Spike Rogue
Medicine Bag
Memory Crystal
Null Brooch
Transmogrifying Licid
Nova Chaser
Rebellion of the Flamekin
Battlewand Oak
Bog-Strider Ash
Changeling Titan
Elvish Handservant
Eyes of the Wisent
Fistful of Force
Gilt-Leaf Ambush
Guardian of Cloverdell
Heal the Scars
Hunt Down
Kithkin Daggerdare
Kithkin Mourncaller
Lammastide Weave
Nath's Elite
Rootgrapple
Seedguide Ash
Spring Cleaning
Sylvan Echoes
Timber Protector
Treefolk Harbinger
Warren-Scourge Elf
Woodland Changeling
Woodland Guidance
Sygg River Guide
Wort Boggart Auntie
Colfenor's Urn
Herbal Poultice
Twinning Glass
Auntie's Hovel
Secluded Glen
Wanderwine Hub
Éowyn Shieldmaiden
Frodo Adventurous Hobbit
Galadriel Elven-Queen
Sauron Lord of the Rings
Aragorn King of Gondor
Gandalf Westward Voyager
Sam Loyal Attendant
Saruman the White Hand
Beregond of the Guard
Champions of Minas Tirith
Field-Tested Frying Pan
The Gaffer
Gilraen Dúnedain Protector
Grey Host Reinforcements
Gwaihir Greatest of the Eagles
Lossarnach Captain
Of Herbs and Stewed Rabbit
Archivist of Gondor
Corsairs of Umbar
Denethor Stone Seer
Fealty to the Realm
Monstrosity of the Lake
Raise the Palisade
Subjugate the Hobbits
Trap the Trespassers
Gollum Obsessed Stalker
Lobelia Defender of Bag End
Rapacious Guest
Shelob Dread Weaver
Call for Aid
Cavern-Hoard Dragon
Gimli of the Glittering Caves
Orcish Siegemaster
Rampaging War Mammoth
Arwen Weaver of Hope
Assemble the Entmoot
Feasting Hobbit
Galadhrim Ambush
Haldir Lórien Lieutenant
Legolas Greenleaf
Mirkwood Elk
Motivated Pony
Prize Pig
Travel Through Caradhras
Windswift Slice
The Balrog of Moria
Banquet Guests
Bilbo Birthday Celebrant
Boromir Gondor's Hope
Círdan the Shipwright
Elrond of the White Council
Éomer King of Rohan
Erestor of the Council
Faramir Steward of Gondor
Farmer Cotton
Forth Eorlingas!
Gríma Saruman's Footman
In the Darkness Bind Them
Lidless Gaze
Lord of the Nazgûl
Merry Warden of Isengard
Mirkwood Trapper
Moria Scavenger
Oath of Eorl
Pippin Warden of Isengard
Radagast Wizard of Wilds
Riders of Rohan
Sail into the West
Song of Eärendil
Summons of Saruman
Taunt from the Rampart
Too Greedily Too Deep
Treebeard Gracious Host
Wake the Dragon
Crown of Gondor
Hithlain Rope
Lothlórien Blade
Model of Unity
Relic of Sauron
The Black Gate
Banish from Edoras
Bill the Pony
Dúnedain Blade
Eagles of the North
Eastfarthing Farmer
East-Mark Cavalier
Éowyn Lady of Rohan
Errand-Rider of Gondor
Escape from Orthanc
Esquire of the King
Faramir Field Commander
Fog on the Barrow-Downs
Hobbit's Sting
Landroval Horizon Witness
Lost to Legend
Nimble Hobbit
Now for Wrath Now for Ruin!
Protector of Gondor
Reprieve
Rosie Cotton of South Lane
Samwise the Stouthearted
Second Breakfast
Shire Shirriff
Soldier of the Grey Host
Stalwarts of Osgiliath
Tale of Tinúviel
Took Reaper
Westfold Rider
You Cannot Pass!
Arwen's Gift
The Bath Song
Bewitching Leechcraft
Bill Ferny Bree Swindler
Birthday Escape
Captain of Umbar
Council's Deliberation
Deceive the Messenger
Dreadful as the Storm
Elrond Lord of Rivendell
Glorious Gale
Grey Havens Navigator
Hithlain Knots
Horses of the Bruinen
Ioreth of the Healing House
Isolation at Orthanc
Ithilien Kingfisher
Knights of Dol Amroth
Lórien Revealed
Meneldor Swift Savior
Nimrodel Watcher
Pelargir Survivor
Saruman the White
Saruman's Trickery
Soothing of Sméagol
Stern Scolding
Surrounded by Orcs
Treason of Isengard
Willow-Wind
Bitter Downfall
The Black Breath
Cirith Ungol Patrol
Claim the Precious
Dunland Crebain
Easterling Vanguard
Gollum Patient Plotter
Gollum's Bite
Gorbag of Minas Morgul
Gothmog Morgul Lieutenant
Gríma Wormtongue
Grond the Gatebreaker
Haunt of the Dead Marshes
Lash of the Balrog
March from the Black Gate
Mirkwood Bats
Mordor Muster
Mordor Trebuchet
Morgul-Knife Wound
Nasty End
Nazgûl
Oath of the Grey Host
Orcish Medicine
Sam's Desperate Rescue
Shelob's Ambush
Snarling Warg
The Torment of Gollum
Troll of Khazad-dûm
Uruk-hai Berserker
Voracious Fell Beast
Battle-Scarred Goblin
Book of Mazarbul
Breaking of the Fellowship
Cast into the Fire
Éomer of the Riddermark
Erebor Flamesmith
Erkenbrand Lord of Westfold
Fear Fire Foes!
Fiery Inscription
Fire of Orthanc
Foray of Orcs
Gimli Counter of Kills
Gimli's Axe
Gimli's Fury
Goblin Fireleaper
Grishnákh Brash Instigator
Haradrim Spearmaster
Improvised Club
Oliphaunt
Olog-hai Crusher
Quarrel's End
Rally at the Hornburg
Ranger's Firebrand
Relentless Rohirrim
Rising of the Day
Rohirrim Lancer
Rush the Room
Smite the Deathless
Swarming of Moria
Warbeast of Gorgoroth
Bag End Porter
Bombadil's Song
Brandywine Farmer
Celeborn the Wise
Chance-Met Elves
Dúnedain Rangers
Elven Farsight
Enraged Huorn
Entish Restoration
Ent's Fury
Galadhrim Bow
Galadhrim Guide
Generous Ent
Gift of Strands
Glorfindel Dauntless Rescuer
Long List of the Ents
Lothlórien Lookout
Many Partings
Meriadoc Brandybuck
Mirkwood Spider
Mirrormere Guardian
Mushroom Watchdogs
Peregrin Took
Pippin's Bravery
Quickbeam Upstart Ent
Revive the Shire
Shortcut to Mushrooms
Shower of Arrows
Stew the Coneys
Wose Pathfinder
Arwen Undómiel
Bilbo Retired Burglar
Butterbur Bree Innkeeper
Denethor Ruling Steward
Friendly Rivalry
Frodo Baggins
Gandalf's Sanction
Gwaihir the Windlord
Legolas Counter of Kills
Mauhúr Uruk-hai Captain
The Mouth of Sauron
Old Man Willow
Prince Imrahil the Fair
Ringsight
Rise of the Witch-king
Shadow Summoning
Shadowfax Lord of Horses
Strider Ranger of the North
Théoden King of Rohan
Uglúk of the White Hand
Barrow-Blade
Ent-Draught Basin
Inherited Envelope
Lembas
Shire Scarecrow
Stone of Erech
Wizard's Rockets
Great Hall of the Citadel
The Grey Havens
Saradoc Master of Buckland
Elvish Mariner
Ringwraiths
Assault on Osgiliath
Elanor Gardner
Aragorn and Arwen Wed
Sauron the Lidless Eye
Frodo Determined Hero
Gandalf White Rider
Gollum Scheming Guide
Witch-king Bringer of Ruin
Fires of Mount Doom
Galadriel Gift-Giver
The Balrog Flame of Udûn
Bilbo's Ring
Excommunicate
Glorious Charge
Guardian Seraph
Indestructibility
Lifelink
Palace Guard
Rhox Pikemaster
Silvercoat Lion
Wall of Faith
Alluring Siren
Convincing Mirage
Disorient
Hive Mind
Ice Cage
Illusionary Servant
Serpent of the Endless Sea
Sphinx Ambassador
Zephyr Sprite
Dread Warlock
Kelinore Bat
Soul Bleed
Warpath Ghoul
Berserkers of Blood Ridge
Burst of Speed
Inferno Elemental
Jackal Familiar
Magma Phoenix
Viashino Spearhunter
Yawning Fissure
Bountiful Harvest
Bramble Creeper
Cudgel Troll
Emerald Oryx
Entangling Vines
Great Sable Stag
Mist Leopard
Mold Adder
Protean Hydra
Regenerate
Gorgon Flail
Magebane Armor
Mirror of Fate
Cloud Crusader
Tireless Missionaries
Vengeful Archon
Armored Cancrix
Harbor Serpent
Jace's Erasure
Merfolk Spy
Phantom Beast
Redirect
Time Reversal
Blood Tithe
Dark Tutelage
Liliana's Caress
Necrotic Plague
Nether Horror
Nightwing Shade
Quag Sickness
Rotting Legion
Stabbing Pain
Arc Runner
Bloodcrazed Goblin
Cyclops Gladiator
Destructive Force
Incite
Leyline of Punishment
Manic Vandal
Volcanic Strength
Wild Evocation
Autumn's Veil
Brindle Boar
Dryad's Favor
Garruk's Companion
Hunters' Feast
Leyline of Vitality
Sacred Wolf
Warlord's Axe
Arbalest Elite
Armored Warhorse
Benalish Veteran
Gideon's Avenger
Griffin Rider
Guardians' Pledge
Peregrine Griffin
Personal Sanctuary
Amphin Cutthroat
Aven Fleetwing
Chasm Drake
Lord of the Unreal
Master Thief
Mind Unbound
Skywinder Drake
Blood Seeker
Brink of Disaster
Dark Favor
Drifting Shade
Hideous Visage
Monomania
Onyx Mage
Taste of Blood
Vengeful Pharaoh
Wring Flesh
Bonebreaker Giant
Chandra the Firebrand3
Furyborn Hellkite
Goblin Bangchuckers
Scrambleverse
Slaughter Cry
Wall of Torches
Carnage Wurm
Doubling Chant
Gladecover Scout
Skinshifter
Trollhide
Rusted Sentinel
Scepter of Empires
Throne of Empires
Worldslayer
Battleflight Eagle
Guardian Lions
Guardians of Akrasa
Healer of the Pride
Knight of Glory
Prized Elephant
Touch of the Eternal
War Falcon
Warclamp Mastiff
Arctic Aven
Courtly Provocateur
Downpour
Encrust
Hydrosurge
Void Stalker
Blood Reckoning
Diabolic Revelation
Duskmantle Prowler
Duty-Bound Dead
Harbor Bandit
Knight of Infamy
Liliana's Shade
Nefarox Overlord of Grixis
Servant of Nefarox
Veilborn Ghoul
Vile Rebirth
Craterize
Goblin Battle Jester
Mindclaw Shaman
Reckless Brute
Slumbering Dragon
Wild Guess
Worldfire
Bond Beetle
Elderscale Wurm
Fungal Sprouting
Predatory Rampage
Ranger's Path
Roaring Primadox
Serpent's Gift
Spiked Baloth
Gem of Becoming
Ring of Evos Isle
Ring of Kalonia
Ring of Xathrid
Sands of Delirium
Hellion Crucible
Devout Invocation
Imposing Sovereign
Master of Diversion
Seraph of the Sword
Stonehorn Chanter
Dismiss into Dream
Elite Arcanist
Glimpse the Future
Illusionary Armor
Messenger Drake
Seacoast Drake
Trained Condor
Artificer's Hex
Dark Prophecy
Deathgaze Cockatrice
Grim Return
Lifebane Zombie
Minotaur Abomination
Undead Minotaur
Vampire Warlord
Academy Raider
Awaken the Ancient
Battle Sliver
Burning Earth
Cyclops Tyrant
Fleshpulper Giant
Marauding Maulhorn
Mindsparker
Advocate of the Beast
Groundshaker Sliver
Into the Wilds
Kalonian Tusker
Oath of the Ancient Wood
Savage Summoning
Voracious Wurm
Guardian of the Ages
Pyromancer's Gauntlet
Ring of Three Wishes
Sliver Construct
Staff of the Death Magus
Staff of the Flame Magus
Staff of the Mind Magus
Staff of the Sun Magus
Staff of the Wild Magus
Vial of Poison
Avacyn Guardian Angel
Boonweaver Giant
Dauntless River Marshal
Paragon of New Dawns
Pillar of Light
Preeminent Captain
Sanctified Charge
Spectra Ward
Spirit Bonds
Sungrace Pegasus
Warden of the Beyond
Coral Barrier
Jorubai Murk Lurker
Kapsho Kitefins
Master of Predicaments
Paragon of Gathering Mists
Quickling
Research Assistant
Statute of Denial
Void Snare
Carrion Crow
Necromancer's Assistant
Nightfire Giant
Paragon of Open Graves
Stain the Mind
Unmake the Graves
Wall of Limbs
Witch's Familiar
Xathrid Slyblade
Aggressive Mining
Altac Bloodseeker
Brood Keeper
Kird Chieftain
Kurkesh Onakke Ancient
Might Makes Right
Paragon of Fierce Defiance
Scrapyard Mongrel
Feral Incarnation
Invasive Species
Kalonian Twingrove
Life's Legacy
Living Totem
Paragon of Eternal Wilds
Shaman of Spring
Sunblade Elf
Undergrowth Scavenger
Vineweft
Avarice Amulet
Obelisk of Urd
Profane Memento
Sacred Armory
Shield of the Avatar
Will-Forged Golem
Kor Halberd
Norn's Inquisitor
Phyrexian Awakening
Phyrexian Censor
Realmbreaker's Grasp
Scrollshift
Seal from Existence
Seraph of New Capenna // Seraph of New Phyrexia
Sigiled Sentinel
Sun-Blessed Guardian // Furnace-Blessed Conqueror
Sunder the Gateway
Surge of Salvation
Swordsworn Cavalier
Tarkir Duneshaper // Burnished Dunestomper
Tiller of Flesh
Zhalfirin Lancer
Artistic Refusal
Assimilate Essence
Astral Wingspan
Captive Weird // Compleated Conjurer
Change the Equation
Corruption of Towashi
Disturbing Conversion
Ephara's Dispersal
Expedition Lookout
Eyes of Gitaxias
Furtive Analyst
Halo-Charged Skaab
Invasion of Kamigawa // Rooftop Saboteurs
Invasion of Vryn // Overloaded Mage-Ring
Meeting of Minds
Moment of Truth
Oculus Whelp
Omen Hawker
Oracle of Tragedy
